Borough,Address,Number of Floors,Zoning District,Year Built,Building Class,Filing Status,Filing Date,Owner Name,Owner Bus Name,Qewi Name,Qewi Bus Name
MANHATTAN,BROAD STREET 117,40,C5-5,1970,RB,UNSAFE,03/16/2017,DAWN  KEYS,125 BROAD CONDOMINIUM,TIMOTHY  WEBB,O&amp;S ASSOCIATES
MANHATTAN,MADISON AVENUE 361,19,C5-3,1924,H1,UNSAFE,04/03/2014,RHC OPERATING LLC,MICHELLE D NORIS,NORFAST CONSULTING GROUP INC
MANHATTAN,MADISON AVENUE 361,19,C5-3,1924,H1,UNSAFE,04/22/2019,AAMIR  ALI,ROOSEVELT HOTEL,MICHELLE  NORIS,NORFAST CONSULTING GROUP INC.
MANHATTAN,PARK AVENUE SOUTH 443,11,C6-4A,1910,O6,UNSAFE,12/08/2006,443 COMPANY,BENJAMIN  LAVON,FELDKAMINETZKY & COHENPC
MANHATTAN,EAST 46 STREET 18,15,C5-3,1958,O6,UNSAFE,02/13/2019,JONATHAN  YUNAEV,NG Crown 20 E 46 ST LLC,ALAN  EPSTEIN,EPSTEIN ENGINEERING P.C.
MANHATTAN,EAST 109 STREET 330,8,R7A,2007,R4,UNSAFE,02/16/2018,CHRISTOPHE  JAMMET,Aura Condominiums,RICHARD  KOENIGSBERG,KOENIGSBERG ENGINEERING P.C.
MANHATTAN,EAST 19 STREET 242,16,R9A,1929,D4,UNSAFE,02/20/2007,242 APARTMENT CORP,STEVEN  SAMILJAN,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,LEXINGTON AVENUE 161,12,C6-2A,1908,H3,UNSAFE,06/04/2018,TEK  RANDHAWA,THE HOTEL@NYC,MOHAMED  MOHAMED,MM ENGINEERIN P.C.
MANHATTAN,MADISON AVENUE 412,7,C5-3,1964,O6,UNSAFE,10/09/2013,BANK OF CHINA,DANIEL R WACKS,DANIEL R. WACKS P.E. P.C
MANHATTAN,MADISON AVENUE 412,7,C5-3,1964,O6,UNSAFE,02/21/2017,FRANKIE  LI,Bank of China USA,DANIEL  WACKS,URBAN D.C. INC.
MANHATTAN,MADISON AVENUE 418,15,C5-3,1927,O6,UNSAFE,07/26/2013,LEE TAI ENTERPRISES USA LTD,DANIEL R WACKS,DANIEL R. WACKSP.E.P.C
MANHATTAN,MADISON AVENUE 418,15,C5-3,1927,O6,UNSAFE,02/21/2017,CHUN KA  LUK,CHUN KA LUK,DANIEL  WACKS,URBAN D.C. INC.
MANHATTAN,MADISON AVENUE 415,24,C5-3,1955,O4,UNSAFE,02/10/2012,415 MADISON LLC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,MADISON AVENUE 432,42,C5-3,1931,O4,UNSAFE,02/21/2012,CB RICHARD ELLIS,KAZIMIERZ  CADER,CADER STRUCTURAL ENGINEERING
MANHATTAN,MADISON AVENUE 477,23,C5-3,1954,O4,UNSAFE,09/17/2018,MATT 646-339-5685 DUTHIE,NEWMARK KNIGHT FRANK,JUAN  KURIYAMA,HOFFMANN ARCHITECTS INC.
MANHATTAN,EAST 21 STREET 214,7,R8B,1926,W6,UNSAFE,01/02/2020,JOHN  DYE,DAST HOLDING CORP,BRIAN  SULLIVAN,SULLIVAN ENGINEERING
MANHATTAN,BROADWAY 1115,12,C5-2,1914,O6,UNSAFE,02/17/2012,ELEVEN FIFTEEN ASSOCIATES,SREENIVAS  RAMAN,RO ENGINEERINGP.C
MANHATTAN,EAST 31 STREET 120,8,C4-5A,1915,H3,UNSAFE,02/10/2012,LEXINGTON RESIDENCE HOTEL INC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,EAST 53 STREET 1,16,C5-3,1927,O3,UNSAFE,02/21/2012,WILLIAM S. PALEY FOUNDATION,WILLIAM  LAU,WLA ENGINEERING PC
MANHATTAN,EAST 53 STREET 1,16,C5-3,1927,O3,UNSAFE,02/17/2017,RAYMOND  HUGHES,William S. Paley Foundation,WILLIAM  LAU
MANHATTAN,EAST 30 STREET 159,23,C1-9,1987,RM,UNSAFE,02/16/2017,ANDREW  GARAY,The Bentley Condominium,RADOMIR  DELIC,NODE ENGINEERING &amp; CONSULTING PC
MANHATTAN,EAST 22 STREET 210,8,R8A,1982,D3,UNSAFE,02/21/2013,BROAD STREET DEVELOMENT,RICHARD  LEFEVER,FACADE MD - ARCH & ENGINEERS
MANHATTAN,EAST 31 STREET 151,31,R8B,1988,D6,UNSAFE,01/18/2019,SCOTT  WICKERS,Ogden Cap Properties LLC,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,LEXINGTON AVENUE 192,16,C6-2A,1926,O6,UNSAFE,02/21/2007,CRES INCORPORATED,HOWARD L ZIMMERMAN,HOWARD L ZIMMERMAN ARCHITECTS PC
MANHATTAN,EAST 23 STREET 209,6,C2-8A,1980,W6,UNSAFE,10/20/2015,VISUAL ARTS HOLDING CORP,DANIEL  HAFFEY,HAFFEY AE
MANHATTAN,EAST 32 STREET 112,17,C6-2A,1927,HS,UNSAFE,02/15/2007,MORGAN 32 HOLDING LLC,WALTER B MELVIN,WALTER B. MELVIN ARCHITECTS LLC
MANHATTAN,EAST 32 STREET 112,17,C6-2A,1927,HS,UNSAFE,08/21/2012,MPA32 INC,WALTER B MELVIN,WALTER B. MELVIN ARCHITECTS LLC
MANHATTAN,LEXINGTON AVENUE 501,17,C5-3,1927,H3,UNSAFE,02/09/2007,UNIT NO 3 CORP,EMMANUEL  VELIVASAKIS,THORNTON TOMASETTI INC
MANHATTAN,LEXINGTON AVENUE 501,17,C5-3,1927,H3,UNSAFE,02/26/2013,UNIT NO.3 CORP,SORIN  MOISI,THORNTON TOMASETTI
MANHATTAN,LEXINGTON AVENUE 501,17,C5-3,1927,H3,UNSAFE,02/20/2019,JAMES  KNOWLES,UNIT NO.3 CORP,SORIN  MOISI,THORNTON TOMASETTI
MANHATTAN,LEXINGTON AVENUE 523,34,C6-6,1923,H1,UNSAFE,03/21/2007,MARRIOT LEXINGTON AVE,DAVID  MAY,SUPERSTRUCTURE ENGINEERS & ARCHT
MANHATTAN,LEXINGTON AVENUE 523,34,C6-6,1923,H1,UNSAFE,02/21/2013,NEW YORK MARRIOTT EAST SIDE,DAVID  MAY,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,EAST 34 STREET 150,37,C1-9,1987,D8,UNSAFE,02/23/2012,DENIHAN HOSPITALITY GROUP,GARY P MANCINI,THORNTON TOMASETTI
MANHATTAN,PARK AVENUE 301,47,C5-2.5,1930,RC,UNSAFE,05/30/2012,HILTON HOTELS CORPORATION,STEVEN P BENTZ,FACILITY ENGINEERING ASSOCIATES
MANHATTAN,PARK AVENUE 301,47,C5-2.5,1930,RC,UNSAFE,12/19/2016,MICHAEL  HOFFMANN,Waldorf Astoria New York,STEVEN  BENTZ
MANHATTAN,EAST 50 STREET 125,28,C6-6,1927,H1,UNSAFE,09/30/2008,DENIHAN HOSPITALITY GROUP,KAZIMIERZ  CADER,CADER STRUCTURAL ENGINEERING
MANHATTAN,EAST 50 STREET 145,30,C6-4.5,1985,HS,UNSAFE,02/21/2012,THE KIMBERLY HOTEL,JAMES J BLUM,JOSEPH K BLUM CO LLP
MANHATTAN,THIRD AVENUE 818,21,C6-6,1963,HS,UNSAFE,09/30/2008,DENIHAN HOSPITALITY GROUP,KAZIMIERZ  CADER,CADER STRUCTURAL ENGINEERING
MANHATTAN,THIRD AVENUE 818,21,C6-6,1963,HS,UNSAFE,02/23/2012,DENIHAN HOSPITALITY GROUP,GARY P MANCINI,THORNTON TOMASETTI
MANHATTAN,EAST 52 STREET 155,9,C6-4.5,1929,D6,UNSAFE,09/29/2020,BILLY  HAUGH,Knocklofty Management LLC,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,EAST 52 STREET 155,9,C6-4.5,1929,D6,UNSAFE,12/24/2020,BILLY  HAUGH,Knocklofty Management LLC,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,EAST 52 STREET 155,9,C6-4.5,1929,D6,UNSAFE,02/06/2007,KNOCKLOFTY LLC,DAVID  SALAMON,SALAMON ENGINEERING
MANHATTAN,EAST 53 STREET 154,8,C6-4.5,1963,G1,UNSAFE,02/19/2010,CENTRAL PARKING SYSTEMS INC,RAYMOND  FRANK,O & S ASSOCIATES INC
MANHATTAN,EAST 53 STREET 154,8,C6-4.5,1963,G1,UNSAFE,02/07/2019,CHRIS  SHERMAN,SP+ CORPORATION,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,PARK AVENUE 405,17,C5-3,1958,O6,UNSAFE,02/10/2017,JAMES  SAMMON,RAR2-405 Park LLC,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,EAST   55 STREET 155,13,C5-2,1961,O6,UNSAFE,05/18/2015,CARARD MANAGEMENT CORP,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
MANHATTAN,EAST   55 STREET 155,13,C5-2,1961,O6,UNSAFE,05/18/2015,CARARD MANAGEMENT CORP,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
MANHATTAN,FIFTH AVENUE 284,8,C5-2,1890,D4,UNSAFE,02/21/2019,JEFFREY  GOLDSTEIN,284 5 APT INC  c/o MULTIFAMILY MANAGEMENT SERVICE,RYAN  JOHNSON,PVE SHEFFLER LLC
MANHATTAN,EAST 56 STREET 111,22,C5-2,1927,H7,UNSAFE,05/02/2016,111 EAST 56TH STREET INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
MANHATTAN,EAST 56 STREET 111,22,C5-2,1927,H7,UNSAFE,05/02/2016,111 EAST 56TH STREET INC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
MANHATTAN,SECOND AVENUE 501,17,C1-8A,1978,D6,UNSAFE,02/08/2007,SAMSON MANAGEMENT CO.,EVAN  PETKANAS,STONE ENGINEERING PC
MANHATTAN,BROADWAY 1232,12,M1-6,1868,HR,UNSAFE,09/29/2010,1234 BROADWAY LLC,KURT  ROSENBAUM,KRA ASSOCIATES INC
MANHATTAN,BROADWAY 1232,12,M1-6,1868,HR,UNSAFE,09/29/2010,1234 BROADWAY LLC,KURT  ROSENBAUM,KRA ASSOCIATES INC
MANHATTAN,BROADWAY 1232,12,M1-6,1868,HR,UNSAFE,01/20/2020,ALFRED 5168525135 SABET,1234 BROADWAY LLC,BRIAN  O'CONNOR,BOND ENGINEERING PC
MANHATTAN,THIRD AVENUE 950,32,C5-2,1977,O4,UNSAFE,02/06/2013,950 THIRD AVENUE LLC,KAZIMIERZ  CADER,CANY ARCH & ENG D.P.C
MANHATTAN,THIRD AVENUE 950,32,C5-2,1977,O4,UNSAFE,04/11/2019,BRENDAN  SHANLEY,950 THIRD AVENUE LLC,ROBERT  JAMES,CANY ARCHITECTURE & ENGINEERING DP
MANHATTAN,EAST 57 STREET 136,20,C5-2,1931,O4,UNSAFE,07/09/2012,SILK & HALPERNLLC,ROBERT M ELSENER,DEWBERRY ENGINEERS INC
MANHATTAN,EAST 57 STREET 110,21,C5-3,1957,D4,UNSAFE,10/19/2012,THE 57 ST DORCHESTER INC/ BHS,SUSANNE C MACKIW,GILSANZ MURRAY STEFICEK
MANHATTAN,EAST 40 STREET 235,41,C1-9,1986,RM,UNSAFE,04/20/2011,VANDERBILT CONDOMINIUM,WILLIAM J STRUTH,LAWLESS & MANGIONE LLP
MANHATTAN,EAST 43 STREET 209,24,C5-3,1928,O4,UNSAFE,11/04/2015,CP/IPERS ALCHEMY 43 ST OWNER LLC,RICHARD W LEFEVER,FACADE MD ARCHITECTS & ENGINEERS
MANHATTAN,EAST 43 STREET 209,24,C5-3,1928,O4,UNSAFE,11/04/2015,CP/IPERS ALCHEMY 43 ST OWNER LLC,RICHARD W LEFEVER,FACADE MD ARCHITECTS & ENGINEERS
MANHATTAN,WEST 31 STREET 25,12,C6-4,1912,O6,UNSAFE,10/28/2020,NINI New York OFRI,25 West 31st Owners Corp,MUHAMMAD  MUHAYSIN,STONE ARCHITECTURE & ENERGY DPC
MANHATTAN,EAST 43 STREET 213,42,C5-2,1964,D6,UNSAFE,02/14/2007,GALAXY PARKING CORP C/O,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,EAST   37 STREET 130,5,R10,1869,D3,UNSAFE,02/21/2007,130 E 37TH ST ASSOCIATES,JOAKIM L ASPERGEN,ARCHITECTURE RESTORATION CONSERV
MANHATTAN,EAST 46 STREET 242,13,R10,1970,R4,UNSAFE,12/11/2006,240 EAST 46TH ST. CONDO.,IVAN  BRICE,IVAN BRICE ARCHITECTURE
MANHATTAN,EAST 46 STREET 242,13,R10,1970,R4,UNSAFE,02/06/2017,PANOS  ADAMOPOULOS,240 E 46th Street Owners Corp,IVAN  BRICE
MANHATTAN,EAST   46 STREET 235,6,R10,1938,D1,UNSAFE,02/17/2015,BERDAR EQUITIES,THOMAS A FENNIMAN,THOMAS A. FENNIMAN ARCHITECT
MANHATTAN,EAST 47 STREET 224,10,R10,1931,P3,UNSAFE,11/21/2006,YMCA OF GREATER NY,ROBERT A LENAHAN,ROBERT A. LENAHAN ARCHITECT PC
MANHATTAN,WEST 32 STREET 29,12,C6-4,1908,O6,UNSAFE,02/08/2007,ARCADE BUILDING ASSOCIAT,ERIC J ROSENBERG,THE FIELDER COMPANIES INC
MANHATTAN,BROADWAY 1270,12,C6-6,1912,O6,UNSAFE,02/26/2021,JUYOUNG  PARK,CNA CONERSTONE,ERIN  FISHER,CANY
MANHATTAN,LEXINGTON AVENUE 315,13,R10,1939,Z4,UNSAFE,12/14/2007,MISSION OF THE REPUBLIC OF CUBA,RUDI O SHERBANSKY,ASPA ENGINEERING LLC
MANHATTAN,EAST 49 STREET 250,24,C1-9,2006,RM,UNSAFE,10/27/2020,SALVATORE  CATINELLA,THE ALEXANDER CONDOMINIUM,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,LEXINGTON AVENUE 322,15,R10,1927,H1,UNSAFE,08/20/2012,ST. GILES HOTEL LLC,JOSEPH  FRANZA,GREENER LLC
MANHATTAN,LEXINGTON AVENUE 322,15,R10,1927,H1,UNSAFE,02/17/2017,MARLON  MARIN,St. Giles Hotels LLC,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,EAST 50 STREET 223,6,R8B,1928,D4,UNSAFE,04/19/2019,OREN  SHAPIRO,223 East 50 Corp.,JAY  BUTLER,JAY E. BUTLER P.E.
MANHATTAN,AVENUE OF THE AMERICAS 990,24,C6-6,1986,D6,UNSAFE,02/21/2019,WILLIAM O.  BOND,VBG 990 AOA LLC,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,FIFTH AVENUE 402,9,C5-3,1914,O6,UNSAFE,02/14/2007,404 FIFTH LLC.,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,THIRD AVENUE 471,33,C1-9,1972,D6,UNSAFE,02/13/2019,LAURENCE  GINSBERG,PLAZA REALTY INVESTORS DE 1 LLC,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,EAST 40 STREET 130,15,C5-3,1925,O6,UNSAFE,02/21/2017,JASON  SCHWALBE,Hilson Management Corp.,WILLIAM  STRUTH,LAWLESS &amp; MANGIONE ARCHITECT AND EN
MANHATTAN,EAST 32 STREET 251,20,C1-8A,1964,D4,UNSAFE,12/20/2018,MICHAEL  TARANTINO,MILFORD MANAGEMENT CORP.,ANTHONY  STASIO,EDG
MANHATTAN,EAST 40 STREET 114,9,C5-2.5,1925,D6,UNSAFE,02/20/2007,114 E 40TH LLC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,EAST 14 STREET 235,7,C1-6A,1988,D6,UNSAFE,04/21/2020,EVAN New York HOLLANDER,MARIN MANAGEMENT,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,WEST 123 STREET 11,6,R7-2,1909,D1,UNSAFE,05/26/2020,SMAJLJE  SRDANOVIC,ONE ONE MORRIS PARK LLC,TARIQ  BASHIR,TARIQ M. BASHIR P.E.
MANHATTAN,EAST 35 STREET 222,6,R8B,1942,D4,UNSAFE,02/22/2007,GREGORY HOUSE OWNERS COR,NICHOLAS C PAPPAS,NICHOLAS C. PAPPAS ARCHITECT PC
MANHATTAN,EAST 44 STREET 308,16,C5-2,1930,D6,UNSAFE,02/27/2012,BEAUX ARTS REALTY IILLC,FREDERICK A KRAMER,RKA ARCHITECTSP.C
MANHATTAN,EAST 44 STREET 308,16,C5-2,1930,D6,UNSAFE,02/17/2017,RICHARD  MASON,BEAUX ARTS REALTY IILLC,KOKO  UYO,RICK KRAMER ARCHITECT P.C.
MANHATTAN,AVENUE OF THE AMERICAS 1040,23,C5-3,1925,O4,UNSAFE,02/19/2013,1040 AVENUE OF AMERICAS LLC,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
MANHATTAN,5 AVENUE 442,29,C5-3,1902,O4,UNSAFE,02/21/2013,452 FIFTH AVENUE OWNRS LLC,RICHARD  LEFEVER,FACADE MD - ARCH & ENGINEERS
MANHATTAN,EAST 36 STREET 236,13,R8B,1963,D6,UNSAFE,01/19/2012,IG SECOND GENERATIOIN PARTNERS,MICHAEL J LARKIN,RAND ENGINEERING & ARCHITECT
MANHATTAN,EAST 48 STREET 309,24,C1-9,1984,Z4,UNSAFE,10/29/2008,LUBYAN MISSION TO UN,JOSEPH  CANTON,JMA CONSULTANTS AND ENGINEERS
MANHATTAN,WEST 40 STREET 40,23,C6-4.5,1924,H1,UNSAFE,02/20/2019,FRANKLIN  NUNEZ,THE BRYANT PARK HOTEL,JOHN  MURRAY,CASEWORKS ARCHITECT PLLC
MANHATTAN,EAST 48 STREET 321,14,C1-9,1962,RM,UNSAFE,12/29/2006,CONTINENTAL CONDO,EDY  ZINGHER,ETNA CONSULTING
MANHATTAN,EAST 48 STREET 321,14,C1-9,1962,RM,UNSAFE,01/07/2019,ALEXANDRA  BRUNO,Continental Condominium,KATHLEEN  NEEDHAM-INOCCO,MIDTOWN PRESERVATION
MANHATTAN,EAST 36 STREET 221,21,C1-9,1963,D4,UNSAFE,08/06/2012,221 EAST 36TH STREET OWNERS.CORP,MICHAEL  SLEIMAN,MIDTOWN PRESERVATION ARCHITECT
MANHATTAN,WEST 40 STREET 54,11,C6-4.5,1903,O6,UNSAFE,11/17/2006,DAYTOP VILLAGE FOUNDATIO,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECTS
MANHATTAN,FIRST AVENUE 865,16,C5-2,1930,RM,UNSAFE,02/20/2019,AKHILESH  SINGH,865 united nations plaza condominium,ANTHONY  ADDESSO,MUNICIPAL BUILDING CONSULTANTS
MANHATTAN,WEST 40 STREET 24,17,C5-3,1925,RC,UNSAFE,02/05/2021,JUDITH  FARRELL,24 Bryant Park South c/o Harbor Group Management ,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,WEST 40 STREET 24,17,C5-3,1925,RC,UNSAFE,04/07/2020,JUDITH  FARRELL,24 Bryant Park South c/o Harbor Group Management ,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,EAST 49 STREET 333,12,R8B,1965,D3,UNSAFE,04/21/2006,333 EAST 49TH PARTNERS,CHARLES  SAUTER,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,EAST 22 STREET 220,6,R8A,1930,D3,UNSAFE,02/21/2013,BROAD STREET DEVELOPMENT,RICHARD  LEFEVER,FACADE MD - ARCH & ENGINEERS
MANHATTAN,EAST 50 STREET 317,13,R8B,1931,RM,UNSAFE,02/21/2007,BEEMAN HILL CONDOMINIUM,PETER  DEMP,RAND ARCHITECTURE & ENGINEERING
MANHATTAN,EAST 50 STREET 317,13,R8B,1931,RM,UNSAFE,04/10/2014,BEEKMAN HILL CONDOMINIUM,HOWARD L ZIMMERMAN,HOWARD L ZIMMERMAN ARCH
MANHATTAN,EAST 50 STREET 317,13,R8B,1931,RM,UNSAFE,12/17/2018,WILLIAM  FOLEY,Beekman Hill Condo,DOM  DIAZ,DIAZ ARCHITECTS INC.PA
MANHATTAN,FIFTH AVENUE 97,8,C6-4M,1898,D6,UNSAFE,06/22/2015,ATA ENTERPRISES,ROBERT A LENAHAN,LENAHAN ARCHITECT
MANHATTAN,FIFTH AVENUE 97,8,C6-4M,1898,D6,UNSAFE,06/22/2015,ATA ENTERPRISES,ROBERT A LENAHAN,LENAHAN ARCHITECT
MANHATTAN,EAST 15 STREET 328,6,R8A,1910,C4,UNSAFE,07/21/2020,THOMAS  MASTRANGELO,15TH ASSOCIATES LLC,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTANT DPC
MANHATTAN,EAST 15 STREET 328,6,R8A,1910,C4,UNSAFE,02/21/2020,THOMAS  MASTRANGELO,TOM MASTRANGELO INC,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTING P.C
MANHATTAN,EAST 15 STREET 318,12,R8A,1965,H8,UNSAFE,02/16/2007,BOOTH HOUSE INC,ALAN  EPSTEIN,EPSTEIN ENGINEERING PC
MANHATTAN,EAST 24 STREET 220,8,R8B,1985,D3,UNSAFE,02/16/2017,JOHN  RUSIN,220 East 24 Associates,EDDIE  ARABADJIAN,STONE ENGINEERING PC
MANHATTAN,EAST 17 STREET 347,C1-8,UNSAFE,02/21/2013,CONTINUUM HEALTH PARTNERS,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,SECOND AVENUE 1016,34,C1-9,1977,D4,UNSAFE,02/21/2017,HARVEY  GREENBERG C/O MATTHEW ADAM PRO,The Connaught Tower Corp.,ANTHONY  ADDESSO,MUNICIPAL BUILDING CONSULTANTS
MANHATTAN,FIFTH AVENUE 105,11,C6-4M,1902,D0,UNSAFE,02/20/2007,THE FOLIO HOUSE,JAMES  CICALO,FSI ARCHITECTURE P.C
MANHATTAN,EAST 56 STREET 315,6,R8,1950,D4,UNSAFE,02/07/2017,DEBORAH  KAGAN,315 East 56th Street Ownerï¿½s Corp.,JOHN  MONROE
MANHATTAN,EAST 57 STREET 350,15,R10,1932,D4,UNSAFE,09/11/2018,JENNIFER  GRANDA,DOUGLAS ELLIMAN PROPERTY MANAGEMENT,EVAN  PETKANAS,STONE ENGINEERING PC
MANHATTAN,EAST 59 STREET 300,35.5,C1-9,1974,D4,UNSAFE,02/21/2019,KEVEN  DANOW,LANDMARK OWNERS INC.,MATTHEW  CRONIN,THE FALCON GROUP
MANHATTAN,WEST 132 STREET 50,6,R7-2,1972,D3,UNSAFE,08/07/2007,BETHEL MANOR HDFC,STEVEN N SAMIJAN,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,EAST 51 STREET 433,13,R8B,1930,D4,UNSAFE,02/04/2019,KAREN  HOPP,SOUTHGATE OWNERS CORP,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,EAST 51 STREET 439,10,R8B,1925,D4,UNSAFE,01/18/2013,THE BEEKMAN MANSION INC,WALTER B MELVIN,WALTER B MELVIN ARCH
MANHATTAN,SECOND AVENUE 463,26,C1-8A,1977,D6,UNSAFE,08/13/2012,EQR-EAST 27TH STREET APTS LLC,JOHN P MONROE,RAND ENGINEERING & ARCHITECT
MANHATTAN,EAST 52 STREET 444,11,R10,1929,D4,UNSAFE,07/08/2019,JENNIFER  GRANDA,444 Owners Corp,DAVID  MAY,SUPERSTRUCTURES ENGINEERING + ARCHI
MANHATTAN,EAST 54 STREET 400,31,R10,1972,RM,UNSAFE,02/17/2017,NICOLE  DULEYRIE,The Revere Condominium,GEORGE  CUTSOGEORGE,CTA ARCHITECTS PC
MANHATTAN,EAST 55 STREET 420,11,R10,1956,D4,UNSAFE,02/21/2012,SUTTON GARDENS OWNERS CO,AMR  HAFEZ,AMR ENGINEERING CONSULTANT
MANHATTAN,EAST 28 STREET 224,20,R8B,1965,D3,UNSAFE,06/06/2008,N.Y.C.H.A.,RICHARD J CARR,PMS CONSTRUCTION MANAGEMENT CORP
MANHATTAN,EAST 28 STREET 224,20,R8B,1965,D3,UNSAFE,01/18/2013,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,EAST 28 STREET 224,20,R8B,1965,D3,UNSAFE,08/16/2016,NYC  HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,EAST 28 STREET 224,20,R8B,1965,D3,UNSAFE,08/16/2016,NYC  HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,SECOND AVENUE 481,19,C1-8A,1965,D3,UNSAFE,12/14/2007,N.Y.C.H.A.,DOUGLAS  MCNEVIN,N.Y.C.H.A
MANHATTAN,SECOND AVENUE 481,19,C1-8A,1965,D3,UNSAFE,01/18/2013,NEW YORK CITY HOUSING AUTHORITY,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,SECOND AVENUE 481,19,C1-8A,1965,D3,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,SECOND AVENUE 481,19,C1-8A,1965,D3,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,EAST 22 STREET 11,0,C6-4M,1901,RM,UNSAFE,09/16/2008,11 EAST 22ND STREET CONDO ASSOC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,5 AVENUE 1481,30,R7-2,2007,RM,UNSAFE,02/21/2017,MELISSA  CAFIERO,FirstService Residential,JOSE  LANDAURO,JOSE M. LANDAURO P.E.
MANHATTAN,MAIN STREET 555,19,R7-2,1975,RM,UNSAFE,02/20/2007,NORTHTOWN PHASE II ASSOC,ROBERT E LAWLESS,LAWLESS & MANGIONE ARCHI & ENGI
MANHATTAN,PARK AVENUE SOUTH 352,16,C5-3,1913,O3,UNSAFE,07/05/2006,CABLE BUILDING PARTNERS,JASBIR  BHATIA,JASHAR ENGINEERINGP.C
MANHATTAN,PARK AVENUE SOUTH 352,16,C5-3,1913,O3,UNSAFE,06/27/2019,BEN  SLOAN,352 Park South LLC,ALAN  EPSTEIN,EPSTEIN ENGINEERING P.C.
MANHATTAN,FIFTH AVENUE 785,18,R10H,1963,D4,UNSAFE,02/21/2007,C/O MR. IRVING WOLBRUM,DOUGLAS R STIEVE,WJE ENGINEERS & ARCHITECTS P.C
MANHATTAN,SECOND AVENUE 422,20,C1-9,1964,D4,UNSAFE,01/04/2018,LISA  DENBY,305 EAST 24 OWNERS CORP,BRIAN  SULLIVAN,SULLIVAN ENGINEERING
MANHATTAN,EAST 26 STREET 11,21,C5-2,1913,O4,UNSAFE,12/05/2007,EAST TWENTY SIXTH ASSOCIATES,ERIC J ROSENBERG,THE FIEDLER COMPANIES INC
MANHATTAN,EAST 31 STREET 248,9,R7B,1925,R4,UNSAFE,06/30/2015,248 E 31 OWNERS CORP,MARK S LICALZI,LUKE LICALZI PEPC
MANHATTAN,EAST 31 STREET 248,9,R7B,1925,R4,UNSAFE,06/30/2015,248 E.31 OWNERS CORP,MARK S LICALZI,LUKE LICALZI.PEPC
MANHATTAN,EAST 31 STREET 248,9,R7B,1925,R4,UNSAFE,06/30/2015,248 E 31 OWNERS CORP,MARK S LICALZI,LUKE LICALZI P.E P.C
MANHATTAN,EAST 26 STREET 15,20,C5-2,1912,R4,UNSAFE,03/06/2007,WALTER & SAMUELS INC,FRANK  ELISEO,ELISEO
