Borough,Address,Total Building Floor Area,Zoning District,Assessed Total Value,Owner Name,Permit Issuance date,Permitte Name,Permittee Business Name,Permittee License Type
BK,8923 FLATLAND AVE,3967,R5D,230850,FLAT REM LLC,04/09/2020,ALBERT BABAEV,NORTHBAY BUILDERS CORP,GC
BK,78 EAGLE STREET,5000,R6B,36480,78 EAGLE ST LLC,02/02/2021,MARVIN WASOFF,WASOFF PLBG & UTILITY CO,MP
BK,78 EAGLE STREET,5000,R6B,36480,78 EAGLE ST LLC,07/08/2020,ERNESTO DONADEL,RECORD 13 CONSTRUCTION CO,GC
BK,2057 LINDEN BOULEVARD,88150,R6,8006400,NYC DEPARTMENT OF EDUCATION,06/01/2020,JAMES ROMAGNOLI,WDF INC,MP
BK,2057 LINDEN BOULEVARD,88150,R6,8006400,NYC DEPARTMENT OF EDUCATION,01/04/2021,JAMES ROMAGNOLI,WDF INC,MP
BK,2057 LINDEN BOULEVARD,88150,R6,8006400,NYC DEPARTMENT OF EDUCATION,01/07/2021,JAMES ROMAGNOLI,WDF INC,MP
BK,2057 LINDEN BOULEVARD,88150,R6,8006400,NYC DEPARTMENT OF EDUCATION,03/24/2021,CARLO SILVESTRO,TURNER CONSTRUCTION COMPA,GC
BK,2057 LINDEN BOULEVARD,88150,R6,8006400,NYC DEPARTMENT OF EDUCATION,03/30/2021,GERARD PETRI,PHASE I GROUP INC,MP
BK,2057 LINDEN BOULEVARD,88150,R6,8006400,NYC DEPARTMENT OF EDUCATION,08/05/2020,CARLO DISILVESTRO,TURNER CONSTRUCTION COMPA,GC
BK,2021 WEST 6 STREET,2541,R4-1,78120,4MB 2021 W6 LLC,06/05/2020,JACOB ASHKENAZIE,DAJ EMR LLC,GC
BK,2021 WEST 6 STREET,2541,R4-1,78120,4MB 2021 W6 LLC,06/05/2020,JACOB ASHKENAZIE,DAJ EMR LLC,GC
BK,2021 WEST 6 STREET,2541,R4-1,78120,4MB 2021 W6 LLC,07/24/2020,JACOB ASHKENAZIE,DAJ EMR LLC,GC
BK,2021 WEST 6 STREET,2541,R4-1,78120,4MB 2021 W6 LLC,07/24/2020,JACOB ASHKENAZIE,DAJ EMR LLC,GC
BK,116 INDIA STREET,4983,R6B,448650,116 INDIA STREET VILLA LLC,12/08/2020,JERRY DIFALCO,PLBG INC,MP
BK,214 KENT STREET,3731,R6A,51000,263 MCGUINNESS CORP.,03/29/2021,UDIT MEETOO,KAIETEUR CONSTRUCTION INC,GC
BK,214 KENT STREET,3731,R6A,51000,263 MCGUINNESS CORP.,11/01/2020,UDIT MEETOO,KAIETEUR CONSTRUCTION INC,GC
BK,2142 EAST 4 STREET,0,R3-1,25200,BAWABEH DAVID  A,03/16/2021,MOSHE NACHUM,M.N.C. GENERAL CONTR CORP,GC
BK,1926 OCEAN PARKWAY,6980,R5,131220,1926 OCEAN PARKWAY LLC,09/01/2020,MOSHE NACHUM,M.N.C. GENERAL CONTR CORP,GC
BK,1926 OCEAN PARKWAY,6980,R5,131220,1926 OCEAN PARKWAY LLC,09/01/2020,MOSHE NACHUM,M.N.C. GENERAL CONTR CORP,GC
BK,1926 OCEAN PARKWAY,6980,R5,131220,1926 OCEAN PARKWAY LLC,09/21/2020,MOSHE NACHUM,M.N.C. GENERAL CONTR CORP,GC
BK,1926 OCEAN PARKWAY,6980,R5,131220,1926 OCEAN PARKWAY LLC,10/25/2020,MOSHE NACHUM,M.N.C. GENERAL CONTR CORP,GC
BK,1926 OCEAN PARKWAY,6980,R5,131220,1926 OCEAN PARKWAY LLC,10/29/2020,MOSHE NACHUM,M.N.C. GENERAL CONTR CORP,GC
BK,2085 OCEAN PARKWAY,39811,R5,2692800,THE EDMOND J. SAFRA SYNAGOGUE INC.,01/19/2021,MORDECHAI WAISBROD,TOWNHOUSE BUILDERS INC,GC
BK,2085 OCEAN PARKWAY,39811,R5,2692800,THE EDMOND J. SAFRA SYNAGOGUE INC.,03/24/2021,MOSES FISCHMAN,ENYQ CORP,MP
BK,2085 OCEAN PARKWAY,39811,R5,2692800,THE EDMOND J. SAFRA SYNAGOGUE INC.,09/03/2020,MORDECHAI WAISBROD,TOWNHOUSE BUILDERS INC,GC
BK,2085 OCEAN PARKWAY,39811,R5,2692800,THE EDMOND J. SAFRA SYNAGOGUE INC.,09/03/2020,MORDECHAI WAISBROD,TOWNHOUSE BUILDERS INC,GC
BK,2316 CONEY ISLAND AVENUE,27262,C8-2,623250,2320 CONEY LLC,02/03/2021,YI LIU,ALL BOROUGH GROUP SVC IN,GC
BK,2316 CONEY ISLAND AVENUE,27262,C8-2,623250,2320 CONEY LLC,03/22/2021,RALPH LANDOLFI JR,RRP PLUMBING CORP,MP
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/13/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/13/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/13/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/13/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/13/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/13/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,09/03/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,10/09/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,129 GATEWAY DRIVE,7162,C4-2,319950,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,09/03/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,10/09/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,392 SCHROEDERS AVENUE,9326,R6,400500,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,09/03/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,10/09/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,396 SCHROEDERS AVENUE,6934,R6,295650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,09/03/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,10/09/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,400 SCHROEDERS AVENUE,7118,R6,308250,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/12/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
QN,104-76 165 STREET,2210,R4,46440,UNAVAILABLE OWNER,09/21/2020,KULBHAN CHANDARBHAN,ALL TIME CONSTRUCTION INC,GC
QN,104-76 165 STREET,2210,R4,46440,UNAVAILABLE OWNER,11/02/2020,RACHEL MICHAVI,Y R A DEVELOPMENT CORP,GC
QN,104-76 165 STREET,2210,R4,46440,UNAVAILABLE OWNER,11/02/2020,RACHEL MICHAVI,Y R A DEVELOPMENT CORP,GC
QN,104-76 165 STREET,2210,R4,46440,UNAVAILABLE OWNER,11/02/2020,RACHEL MICHAVI,Y R A DEVELOPMENT CORP,GC
QN,104-76 165 STREET,2210,R4,46440,UNAVAILABLE OWNER,11/02/2020,RACHEL MICHAVI,Y R A DEVELOPMENT CORP,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,04/14/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,06/02/2020,JOHN SCARPINITO,J.E.S. PLBG & HTG CORP,MP
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,11/11/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,09/03/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,516 SCHROEDERS AVENUE,74254,R7A,4462650,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,10/09/2020,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,1121 ASHFORD STREET,6934,R6,404100,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,03/16/2021,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,1121 ASHFORD STREET,6934,R6,404100,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,03/22/2021,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,1121 ASHFORD STREET,6934,R6,404100,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,03/24/2021,GREGORY BAUSO,MONADNOCK CONSTRUCTION IN,GC
BK,1121 ASHFORD STREET,6934,R6,404100,NEHEMIAH SPRING CREEK IV LOW INCOME HOUSING DEVELO,10/27/2020,ALDO ESCURRA,INFINITI ESC PLUMBING COR,MP
BK,2305 EAST 5 STREET,4977,R4,76140,BAWABEH SOLY,03/08/2021,LESTER OTWAY,GREENSIDE CORP,GC
BK,2305 EAST 5 STREET,4977,R4,76140,BAWABEH SOLY,09/17/2020,LESTER OTWAY,GREENSIDE CORP,GC
BK,124 ECKFORD STREET,0,R6B,20160,WEST EAST GROUP REALTY LLC,01/25/2021,BRAYAN SOSA VELASQUEZ,B SOSA ENTERPRISES CORP,GC
QN,176-02 JAMAICA AVENUE,3225,R6A,266400,176-06 LLC,03/16/2021,JAY JARKOW,ALL DAY PLUMBING & HEATIN,MP
QN,176-02 JAMAICA AVENUE,3225,R6A,266400,176-06 LLC,03/16/2021,JAY JARKOW,ALL DAY PLUMBING & HEATIN,MP
QN,176-02 JAMAICA AVENUE,3225,R6A,266400,176-06 LLC,09/03/2020,DALIP SINGH,TEMCO CONSTRUCTION NY INC,GC
QN,176-02 JAMAICA AVENUE,3225,R6A,266400,176-06 LLC,09/03/2020,DALIP SINGH,TEMCO CONSTRUCTION NY INC,GC
BK,146 BAYARD STREET,0,M1-2/R6A,396000,BAYARD HOLDINGS LLC,02/08/2021,GARY LOMBARDO,PIPING & PLUMBING SOLUTIO,MP
BK,146 BAYARD STREET,0,M1-2/R6A,396000,BAYARD HOLDINGS LLC,06/26/2020,JOEL WEISS,HEARTFELT TOWNHOUSE BUILD,GC
BK,146 BAYARD STREET,0,M1-2/R6A,396000,BAYARD HOLDINGS LLC,06/26/2020,JOEL WEISS,HEARTFELT TOWNHOUSE BUILD,GC
BK,146 BAYARD STREET,0,M1-2/R6A,396000,BAYARD HOLDINGS LLC,06/26/2020,JOEL WEISS,HEARTFELT TOWNHOUSE BUILD,GC
BK,146 BAYARD STREET,0,M1-2/R6A,396000,BAYARD HOLDINGS LLC,11/04/2020,JOEL WEISS,HEARTFELT TOWNHOUSE BUILD,GC
BK,146 BAYARD STREET,0,M1-2/R6A,396000,BAYARD HOLDINGS LLC,11/04/2020,JOEL WEISS,HEARTFELT TOWNHOUSE BUILD,GC
BK,146 BAYARD STREET,0,M1-2/R6A,396000,BAYARD HOLDINGS LLC,11/04/2020,JOEL WEISS,HEARTFELT TOWNHOUSE BUILD,GC
BK,31 FROST STREET,11597,M1-2/R6B,0,MHL CAPITAL PARTNERS LLC,05/05/2020,KEITH ZENOBIO,TITAN REALTY & CONSTRUCTI,GC
BK,31 FROST STREET,11597,M1-2/R6B,0,MHL CAPITAL PARTNERS LLC,05/05/2020,KEITH ZENOBIO,TITAN REALTY & CONSTRUCTI,GC
BK,31 FROST STREET,11597,M1-2/R6B,0,MHL CAPITAL PARTNERS LLC,07/09/2020,KEITH ZENOBIO,TITAN REALTY & CONSTRUCTI,GC
BK,31 FROST STREET,11597,M1-2/R6B,0,MHL CAPITAL PARTNERS LLC,07/09/2020,KEITH ZENOBIO,TITAN REALTY & CONSTRUCTI,GC
BK,31 FROST STREET,11597,M1-2/R6B,0,MHL CAPITAL PARTNERS LLC,07/09/2020,KEITH ZENOBIO,TITAN REALTY & CONSTRUCTI,GC
BK,526 UNION AVENUE,39119,M1-2/R6A,1259550,NORTHSIDE CAPITAL CORP,12/28/2020,JOSEPH AIELLO,BROADWAY CONSTRUCTION GRO,GC
BK,526 UNION AVENUE,39119,M1-2/R6A,1259550,NORTHSIDE CAPITAL CORP,12/30/2020,JOSEPH AIELLO,BROADWAY CONSTRUCTION GRO,GC
BK,550 METROPOLITAN AVENUE,11768,R7A,279900,550 METROPOLITAN AVE HOLDINGS LLC,03/31/2021,FRANK BRANCIFORTE,BRANCH PLUMBING LLC,MP
BK,550 METROPOLITAN AVENUE,11768,R7A,279900,550 METROPOLITAN AVE HOLDINGS LLC,09/04/2020,JEFFREY SIMPSON,ARCH BUILDERS LLC,GC
BK,550 METROPOLITAN AVENUE,11768,R7A,279900,550 METROPOLITAN AVE HOLDINGS LLC,09/04/2020,JEFFREY SIMPSON,ARCH BUILDERS LLC,GC
BK,550 METROPOLITAN AVENUE,11768,R7A,279900,550 METROPOLITAN AVE HOLDINGS LLC,09/04/2020,JEFFREY SIMPSON,ARCH BUILDERS LLC,GC
BK,2422 EAST 2ND STREET,5449,R4,136620,KARLINKSY ROMAN,03/29/2021,ERNEST LEIBY,STARLITE PLBG & HTG CORP,MP
BK,2422 EAST 2ND STREET,5449,R4,136620,KARLINKSY ROMAN,08/20/2020,ROMAN KARLINSKY,RK CARPENTRY & CONSTRUCTI,GC
BK,81 POWERS STREET,5654,R6B,297450,81 POWERS ST LLC,03/02/2021,ANTHONY PISCITELLI,VILLAGE P & H NY INC,MP
BK,79 POWERS STREET,5654,R6B,297450,79 POWERS ST LLC,03/02/2021,ANTHONY PISCITELLI,VILLAGE P & H NY INC,MP
BK,554 COZINE AVENUE,105549,M1-1,4996350,BROOKLYN LOGISTICS CENTER LLC,06/04/2020,LOUIS MARCH JR,MARCH ASSOCIATES CONSTRUC,GC
BK,554 COZINE AVENUE,105549,M1-1,4996350,BROOKLYN LOGISTICS CENTER LLC,06/04/2020,LOUIS MARCH JR,MARCH ASSOCIATES CONSTRUC,GC
BK,554 COZINE AVENUE,105549,M1-1,4996350,BROOKLYN LOGISTICS CENTER LLC,06/04/2020,LOUIS MARCH JR,MARCH ASSOCIATES CONSTRUC,GC
BK,881 ERSKINE STREET,127088,R3-2,9084600,FOUNTAINS SEAVIEW B3 HOUSING DEVELOPMENT  FUND,11/02/2020,ALEXANDER ARKER,CHATEAU GC LLC,GC
BK,881 ERSKINE STREET,127088,R3-2,9084600,FOUNTAINS SEAVIEW B3 HOUSING DEVELOPMENT  FUND,11/06/2020,ALEXANDER ARKER,CHATEAU GC LLC,GC
BK,97 MAUJER STREET,54500,R6B,2997900,NYC DEPARTMENT OF EDUCATION,04/01/2020,VIPUL PATEL,NEHAL CONTRACTING INC,GC
BK,97 MAUJER STREET,54500,R6B,2997900,NYC DEPARTMENT OF EDUCATION,04/01/2020,VIPUL PATEL,NEHAL CONTRACTING INC,GC
BK,738 GRAND STREET,10492,C4-4A,663300,HEH-ML7 GRAND LLC,02/18/2021,DAVID HUANG,DAVID CONSTRUCTING NY IN,GC
BK,738 GRAND STREET,10492,C4-4A,663300,HEH-ML7 GRAND LLC,11/10/2020,SWEENEY LEE,STAR BUILDERS INC,GC
BK,738 GRAND STREET,10492,C4-4A,663300,HEH-ML7 GRAND LLC,11/10/2020,STEVEN WASSERMAN,CASE PLUMBING LLC,MP
BK,2843 BRIGHTON 7 STREET,5699,R6,167013,2843 BRIGHTON 7 LLC,12/24/2020,CONSTANTIN ANDRONACHE,ANDRONTIN CONSTRUCTON INC,GC
BK,2843 BRIGHTON 7 STREET,5699,R6,167013,2843 BRIGHTON 7 LLC,12/16/2020,ROMAN PIKULIN,ROM PIPING & HTG INC,MP
BK,18 MONITOR STREET,7498,R6B,142650,EVEREST 1820 MONITOR STREET PROPERTIES L LC,02/17/2021,GENTIAN SHYTI,EVEREST USA CORP,GC
BK,18 MONITOR STREET,7498,R6B,142650,EVEREST 1820 MONITOR STREET PROPERTIES L LC,07/20/2020,GENTIAN SHYTI,EVEREST USA CORP,GC
BK,18 MONITOR STREET,7498,R6B,142650,EVEREST 1820 MONITOR STREET PROPERTIES L LC,07/20/2020,GENTIAN SHYTI,EVEREST USA CORP,GC
BK,18 MONITOR STREET,7498,R6B,142650,EVEREST 1820 MONITOR STREET PROPERTIES L LC,07/20/2020,GENTIAN SHYTI,EVEREST USA CORP,GC
BK,18 MONITOR STREET,7498,R6B,142650,EVEREST 1820 MONITOR STREET PROPERTIES L LC,07/20/2020,GENTIAN SHYTI,EVEREST USA CORP,GC
BK,18 MONITOR STREET,7498,R6B,142650,EVEREST 1820 MONITOR STREET PROPERTIES L LC,07/20/2020,GENTIAN SHYTI,EVEREST USA CORP,GC
BK,18 MONITOR STREET,7498,R6B,142650,EVEREST 1820 MONITOR STREET PROPERTIES L LC,07/20/2020,GENTIAN SHYTI,EVEREST USA CORP,GC
QN, WOOD STREET,2000,R2,39480,FIRST KEY HOME NY LLC,07/08/2020,SUKHDEV REEHAL,I AM,GC
BK,568 MESEROLE STREET,0,M3-1,810000,MESEROLE STREET ASSOCIATES LLC,08/25/2020,SERAFINO TOMASSETTI,MESEROLE STREET ASSOC LLC,GC
BK,568 MESEROLE STREET,0,M3-1,810000,MESEROLE STREET ASSOCIATES LLC,09/11/2020,SERAFINO TOMASSETTI,MESEROLE STREET ASSOC LLC,GC
BK,568 MESEROLE STREET,0,M3-1,810000,MESEROLE STREET ASSOCIATES LLC,06/02/2020,SERAFINO TOMASSETTI,MESEROLE STREET ASSOC LLC,GC
BK,568 MESEROLE STREET,0,M3-1,810000,MESEROLE STREET ASSOCIATES LLC,06/02/2020,SERAFINO TOMASSETTI,MESEROLE STREET ASSOC LLC,GC
QN,88-08 192 STREET,5708,R2,113580,HOLLIS LLC,02/18/2021,PRAKASH BASDEO,KDK CONSTRUCTION CORP,GC
QN,88-08 192 STREET,5708,R2,113580,HOLLIS LLC,07/13/2020,ROBERT FIDUCCIA,TRI CITY MECHANICAL GROUP,MP
QN,88-08 192 STREET,5708,R2,113580,HOLLIS LLC,08/05/2020,PRAKASH BASDEO,KDK CONSTRUCTION CORP,GC
QN,88-08 192 STREET,5708,R2,113580,HOLLIS LLC,08/14/2020,PRAKASH BASDEO,KDK CONSTRUCTION CORP,GC
QN,88-08 192 STREET,5708,R2,113580,HOLLIS LLC,12/05/2020,PRAKASH BASDEO,KDK CONSTRUCTION CORP,GC
BK,25 STEWART AVENUE,0,M1-2,1043550,J STEWART REALTY LLC,08/06/2020,DAVID GROSS,APARTMENT DEVELOPERS LLC,GC
BK,315 MAUJER STREET,2977,M1-2,197550,932 GRAND STREET LLC,03/02/2021,LOUIS BUTTERMARK,LOUIS L.BUTTERMARK & SONS,MP
BK,315 MAUJER STREET,2977,M1-2,197550,932 GRAND STREET LLC,12/15/2020,JOHN O'HARA,JOHN O'HARA CO. INC,GC
BK, STAGG STREET,0,R6B,12480,CANTOS TERESA,07/14/2020,MARAT KONSHTYK,RITE WAY CONSTRUCTION COR,GC
BK, STAGG STREET,0,R6B,12480,CANTOS TERESA,07/14/2020,MARAT KONSHTYK,RITE WAY CONSTRUCTION COR,GC
BK, STAGG STREET,0,R6B,12480,CANTOS TERESA,10/08/2020,AKMAL MUHAMATKULOV,PRIME HOME RENOVATIONS C,GC
BK, STAGG STREET,0,R6B,12480,CANTOS TERESA,12/11/2020,LEONARD EHRLICH,NEW YORK STANDARD MECH CO,MP
BK, STAGG STREET,0,R6B,12480,CANTOS TERESA,07/14/2020,MARAT KONSHTYK,RITE WAY CONSTRUCTION COR,GC
BK, STAGG STREET,0,R6B,12480,CANTOS TERESA,07/14/2020,MARAT KONSHTYK,RITE WAY CONSTRUCTION COR,GC
BK, STAGG STREET,0,R6B,12480,CANTOS TERESA,10/08/2020,AKMAL MUHAMATKULOV,PRIME HOME RENOVATIONS C,GC
BK, BERGEN AVENUE,27975,R5,1396350,SANDY BERGEN LLC,06/10/2020,ALEXANDER CASELLA JR,CASELLA CONSTRUCTION CORP,GC
