Borough,Address,Elevator Device Type,Job Number,Filing Type,Filing Status,Filing Date
QN,5-19 BORDEN AVENUE,Elevator,Q00355161,New Filing,Permit Entire,06/12/2020
BK,2222 EAST 18 STREET,Elevator,B00354594,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,43-15 39 STREET,Elevator,Q00305865,New Filing,Permit Entire,06/12/2020
QN,48-49 35 STREET,Elevator,Q00352554,New Filing,Permit Entire,06/08/2020
QN,48-49 35 STREET,Elevator,Q00352554,New Filing,Permit Entire,06/08/2020
QN,44-27 PURVES STREET,Elevator,Q00349643,New Filing,Permit Entire,06/04/2020
QN,39-14 REVIEW AVENUE,Elevator,Q00261934,PAA,Pending Plan Examiner Assignment,06/19/2020
BK,538 UNION AVENUE,Elevator,B00350950,New Filing,Permit Entire,06/08/2020
BK,2950 OCEAN AVENUE,Elevator,B00357017,New Filing,Permit Entire,06/12/2020
BK,2950 OCEAN AVENUE,Elevator,B00357017,New Filing,Permit Entire,06/12/2020
BK,2901 AVENUE I,Elevator,B00352723,New Filing,Signed Off,06/01/2020
BK,2901 AVENUE I,Elevator,B00352723,New Filing,Signed Off,06/01/2020
BK,85 VARET STREET,Elevator,B00300399,New Filing,Permit Entire,06/19/2020
BK,1521 OCEAN AVENUE,Elevator,B00288410,PAA,Pending Plan Examiner Assignment,06/19/2020
QN,32-14 30 AVENUE,Elevator,Q00357403,New Filing,Permit Entire,06/12/2020
BK,2425 NOSTRAND AVENUE,Elevator,B00355358,New Filing,Permit Entire,06/12/2020
BK,2425 NOSTRAND AVENUE,Elevator,B00355358,New Filing,Permit Entire,06/12/2020
QN,28-30 34 STREET,Elevator,Q00349548,New Filing,Pending Plan Examiner Assignment,06/19/2020
BX,3586 BOSTON ROAD,Elevator,X00353919,New Filing,Permit Entire,06/15/2020
BX,3586 BOSTON ROAD,Elevator,X00353919,New Filing,Permit Entire,06/15/2020
BK,2220 AVENUE L,Elevator,B00355712,New Filing,Permit Entire,06/18/2020
QN,35-37 36 STREET,Elevator,Q00349144,New Filing,Permit Entire,06/12/2020
QN,35-37 36 STREET,Elevator,Q00349144,New Filing,Permit Entire,06/12/2020
QN,36-20 STEINWAY STREET,Personnel Hoist,Q00308592,PAA,Approved,06/05/2020
QN,36-20 STEINWAY STREET,Personnel Hoist,Q00308592,PAA,Approved,06/05/2020
BK,7 LIVONIA AVENUE,Elevator,B00306439,PAA,Approved,06/02/2020
BK,7 LIVONIA AVENUE,Elevator,B00306439,PAA,Approved,06/02/2020
BK,2016 PITKIN AVENUE,Elevator,B00356864,New Filing,Permit Entire,06/12/2020
BK,2016 PITKIN AVENUE,Elevator,B00356864,New Filing,Permit Entire,06/12/2020
BK, VANDALIA AVENUE,Elevator,B00297419,PAA,Approved,06/04/2020
BK,3111 BRIGHTON 7 STREET,Elevator,B00356936,New Filing,Permit Entire,06/11/2020
BK,3111 BRIGHTON 7 STREET,Elevator,B00356936,New Filing,Permit Entire,06/11/2020
BK,1022 EAST 93 STREET,Elevator,B00303792,New Filing,Signed Off,06/05/2020
BK,1022 EAST 93 STREET,Elevator,B00354742,New Filing,Signed Off,06/05/2020
BK,1022 EAST 93 STREET,Elevator,B00303789,New Filing,Signed Off,06/05/2020
BK,1368 NEW YORK AVENUE,Elevator,B00353539,New Filing,Sign Off Request Initiated,06/02/2020
BX,2600 NETHERLAND AVENUE,Elevator,X00352478,New Filing,Permit Entire,06/02/2020
BX,2600 NETHERLAND AVENUE,Elevator,X00352478,New Filing,Permit Entire,06/02/2020
BX,3636 FIELDSTON ROAD,Elevator,X00353841,New Filing,Permit Entire,06/03/2020
BX,3636 FIELDSTON ROAD,Elevator,X00353841,New Filing,Permit Entire,06/03/2020
BK,10 JAY STREET,Elevator,B00341812,New Filing,Permit Entire,06/16/2020
BK,47 BRIDGE STREET,Elevator,B00357973,New Filing,Permit Entire,06/18/2020
BK,29 FRONT STREET,Elevator,B00352630,New Filing,Permit Entire,06/02/2020
BK,29 FRONT STREET,Elevator,B00352630,New Filing,Permit Entire,06/02/2020
BK,721 OCEAN AVENUE,Elevator,B00282038,New Filing,Permit Entire,06/11/2020
BK,721 OCEAN AVENUE,Elevator,B00282038,New Filing,Permit Entire,06/11/2020
BK,157 FLATBUSH AVENUE EXT,Elevator,B00132709,PAA,Approved,06/03/2020
BK,157 FLATBUSH AVENUE EXT,Elevator,B00132709,PAA,Approved,06/03/2020
BK,131 FLATBUSH AVENUE EXT,Elevator,B00358773,New Filing,Permit Entire,06/16/2020
BK,125 FLATBUSH AVENUE EXT,Elevator,B00300400,New Filing,Permit Entire,06/19/2020
BK,503 FULTON STREET,Elevator,B00352878,New Filing,Permit Entire,06/02/2020
BK,340 FLATBUSH AVENUE EXT,Personnel Hoist,B00318232,PAA,Pending Plan Examiner Assignment,06/19/2020
QN,22-43 JACKSON AVENUE,Elevator,Q00358031,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,22-43 JACKSON AVENUE,Elevator,Q00351007,New Filing,Permit Entire,06/05/2020
QN,47-32 AUSTELL PLACE,Elevator,Q00355295,New Filing,Permit Entire,06/15/2020
QN,37-19 CRESCENT STREET,Elevator,Q00351024,New Filing,Permit Entire,06/18/2020
QN, HUNTER STREET,Elevator,Q00085034,PAA,Approved,06/12/2020
QN, HUNTER STREET,Elevator,Q00085034,PAA,Approved,06/12/2020
BK,240 OCEAN PARKWAY,Elevator,B00284012,New Filing,Pending Plan Examiner Assignment,06/21/2020
QN,23-11 31 AVENUE,Elevator,Q00330362,PAA,Approved,06/05/2020
BK,58 SAINT MARKS PLACE,Personnel Hoist,B00339541,New Filing,Permit Entire,06/05/2020
BK,89 CROOKE AVENUE,Elevator,B00351858,New Filing,Permit Entire,06/08/2020
BK,612 OCEAN AVENUE,Elevator,B00327049,New Filing,Objections,06/08/2020
BK,5403 16 AVENUE,Elevator,B00353726,New Filing,Permit Entire,06/04/2020
BK,1122 OCEAN AVENUE,Elevator,B00287454,PAA,Approved,06/03/2020
BK,1122 OCEAN AVENUE,Elevator,B00287454,PAA,Approved,06/03/2020
BK,616 EAST 29 STREET,Elevator,B00357349,New Filing,Permit Entire,06/17/2020
BK,40 TEHAMA STREET,Elevator,B00356420,New Filing,Permit Entire,06/11/2020
QN,54-17 31 AVENUE,Elevator,Q00350079,New Filing,Permit Entire,06/04/2020
QN,54-17 31 AVENUE,Elevator,Q00350078,New Filing,Permit Entire,06/04/2020
QN,54-17 31 AVENUE,Elevator,Q00350080,New Filing,Permit Entire,06/04/2020
BK,829 39 STREET,Elevator,B00291777,PAA,Approved,06/16/2020
BK,750 67 STREET,Elevator,B00285835,New Filing,Pending Plan Examiner Assignment,06/21/2020
QN,134-39 NORTHERN BOULEVARD,Elevator,Q00358770,New Filing,Permit Entire,06/16/2020
QN,37-52 80 STREET,Elevator,Q00358891,New Filing,Permit Entire,06/17/2020
QN,142-28 38 AVENUE,Elevator,Q00355478,New Filing,Permit Entire,06/08/2020
QN,144-25 ROOSEVELT AVENUE,Elevator,Q00354566,New Filing,Permit Entire,06/09/2020
QN,43-18 MAIN STREET,Elevator,Q00352668,New Filing,Permit Entire,06/08/2020
QN,42-33 MAIN STREET,Elevator,Q00359753,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,42-33 MAIN STREET,Elevator,Q00352526,New Filing,Permit Entire,06/01/2020
QN,42-33 MAIN STREET,Elevator,Q00352529,New Filing,Permit Entire,06/01/2020
QN,138-49 ELDER AVENUE,Elevator,Q00302348,New Filing,Permit Entire,06/17/2020
BK,363 16 STREET,Elevator,B00358043,New Filing,Permit Entire,06/16/2020
BK,915 DEAN STREET,Elevator,B00348377,New Filing,Permit Entire,06/03/2020
BK,6925 4 AVENUE,Elevator,B00355188,New Filing,Permit Entire,06/11/2020
BK,6925 4 AVENUE,Elevator,B00355188,New Filing,Permit Entire,06/11/2020
BK,8224 BAY PARKWAY,Elevator,B00355408,New Filing,Pending Plan Examiner Assignment,06/19/2020
BK,171 EASTERN PARKWAY,Elevator,B00357351,New Filing,Permit Entire,06/17/2020
BK,990 PRESIDENT STREET,Elevator,B00330183,PAA,Approved,06/05/2020
BK,1041 BERGEN STREET,Elevator,B00354017,New Filing,Permit Entire,06/04/2020
BK,9323 SHORE ROAD,Elevator,B00355429,New Filing,Permit Entire,06/11/2020
BK,9323 SHORE ROAD,Elevator,B00355429,New Filing,Permit Entire,06/11/2020
BK,145 95 STREET,Elevator,B00354948,New Filing,Pending Plan Examiner Assignment,06/19/2020
BK,390 KINGS HIGHWAY,Elevator,B00353171,New Filing,Permit Entire,06/03/2020
BK,1965 EAST 7 STREET,Elevator,B00334966,New Filing,Permit Entire,06/18/2020
BK,1555 EAST 19 STREET,Elevator,B00356342,New Filing,Permit Entire,06/12/2020
BK,1852 BATH AVENUE,Elevator,B00350766,New Filing,Pending Plan Examiner Assignment,06/19/2020
BK,46 LEWIS AVENUE,Elevator,B00338107,New Filing,Permit Entire,06/03/2020
BK,2701 CROPSEY AVENUE,Elevator,B00356826,New Filing,Permit Entire,06/16/2020
QN,56-24 58 STREET,Elevator,Q00355944,New Filing,Permit Entire,06/10/2020
QN,56-24 58 STREET,Accessibility Lift,Q00355957,New Filing,Permit Entire,06/10/2020
QN,56-24 58 STREET,Elevator,Q00355944,New Filing,Permit Entire,06/10/2020
QN,56-24 58 STREET,Accessibility Lift,Q00355957,New Filing,Permit Entire,06/10/2020
BK,418 LEWIS AVENUE,Accessibility Lift,B00350676,New Filing,Permit Entire,06/11/2020
BK,475 MARCY AVENUE,Elevator,B00347622,New Filing,Permit Entire,06/04/2020
QN,89-18 SUTPHIN BOULEVARD,Elevator,Q00358763,New Filing,Permit Entire,06/16/2020
QN,88-09 148 STREET,Elevator,Q00346150,New Filing,Permit Entire,06/04/2020
QN,148-48 88 AVENUE,Elevator,Q00346149,New Filing,Permit Entire,06/04/2020
BK,1675 WEST 9 STREET,Elevator,B00356395,New Filing,Permit Entire,06/11/2020
BK,1675 WEST 9 STREET,Elevator,B00356395,New Filing,Permit Entire,06/11/2020
BK,3395 NOSTRAND AVENUE,Elevator,B00359799,New Filing,Pending Plan Examiner Assignment,06/21/2020
BK,3215 AVENUE H,Elevator,B00359768,New Filing,Permit Entire,06/18/2020
BK,2201 NOSTRAND AVENUE,Elevator,B00354353,New Filing,Permit Entire,06/11/2020
BK,1200 GRAVESEND NECK ROAD,Elevator,B00352286,New Filing,Permit Entire,06/01/2020
BK,1865 OCEAN AVENUE,Elevator,B00352918,New Filing,Permit Entire,06/03/2020
BK,1865 OCEAN AVENUE,Elevator,B00352918,New Filing,Permit Entire,06/03/2020
BK,2607 AVENUE O,Elevator,B00355571,New Filing,Permit Entire,06/10/2020
BK,2607 AVENUE O,Elevator,B00355571,New Filing,Permit Entire,06/10/2020
QN,150 GREENWAY TERRACE,Elevator,Q00288408,PAA,Pending Plan Examiner Assignment,06/19/2020
BK,2450 KNAPP STREET,Elevator,B00352973,New Filing,Permit Entire,06/03/2020
BK,2450 KNAPP STREET,Elevator,B00352973,New Filing,Permit Entire,06/03/2020
BK,2166 NOSTRAND AVENUE,Elevator,B00335029,New Filing,Permit Entire,06/05/2020
BK,70 HAVEMEYER STREET,Elevator,B00353506,New Filing,Objections,06/17/2020
BK,10300 FOSTER AVENUE,Elevator,B00323054,New Filing,Permit Entire,06/01/2020
BK,790 BUSHWICK AVENUE,Elevator,B00358150,New Filing,Objections,06/17/2020
QN,149-43 35 AVENUE,Elevator,Q00351753,New Filing,Permit Entire,06/02/2020
QN,149-43 35 AVENUE,Elevator,Q00351753,New Filing,Permit Entire,06/02/2020
QN,132-39 POPLE AVENUE,Elevator,Q00314009,New Filing,Permit Entire,06/08/2020
QN,14-30 GATEWAY BOULEVARD,Elevator,Q00353678,New Filing,Permit Entire,06/04/2020
QN,14-50 GATEWAY BOULEVARD,Elevator,Q00351320,New Filing,Permit Entire,06/04/2020
QN,78-06 46 AVENUE,Elevator,Q00333377,New Filing,Permit Entire,06/02/2020
QN,140-22 BEECH AVENUE,Elevator,Q00354109,New Filing,Permit Entire,06/15/2020
QN,140-22 BEECH AVENUE,Elevator,Q00354109,New Filing,Permit Entire,06/15/2020
QN,140-22 BEECH AVENUE,Elevator,Q00350972,New Filing,Permit Entire,06/05/2020
BK,2943 BRIGHTON 4 STREET,Elevator,B00356417,New Filing,Permit Entire,06/11/2020
BK,2943 BRIGHTON 4 STREET,Elevator,B00356417,New Filing,Permit Entire,06/11/2020
QN,45-15 162 STREET,Elevator,Q00359108,New Filing,Permit Entire,06/18/2020
QN,37-01 47 AVENUE,Elevator,Q00349716,New Filing,Permit Entire,06/16/2020
QN,37-01 47 AVENUE,Elevator,Q00349716,New Filing,Permit Entire,06/16/2020
QN,4725 34 STREET,Elevator,Q00345841,New Filing,Objections,06/05/2020
SI,35A BAY STREET,Personnel Hoist,S00341014,New Filing,Permit Entire,06/04/2020
SI,444 ST MARKS PLACE,Elevator,S00353544,New Filing,Permit Entire,06/18/2020
QN,40-11 28 STREET,Elevator,Q00321812,New Filing,Objections,06/11/2020
QN,40-11 28 STREET,Elevator,Q00321812,New Filing,Objections,06/11/2020
QN,42-83 HUNTER STREET,Elevator,Q00358720,New Filing,Permit Entire,06/16/2020
QN,25-74 34TH STREET,Elevator,Q00344511,New Filing,Permit Entire,06/03/2020
QN,109-10 QUEENS BOULEVARD,Elevator,Q00286124,New Filing,Permit Entire,06/03/2020
QN,109-10 QUEENS BOULEVARD,Elevator,Q00286124,New Filing,Permit Entire,06/03/2020
QN,73-37 AUSTIN STREET,Elevator,Q00358206,New Filing,Permit Entire,06/16/2020
QN,19-73 38 STREET,Elevator,Q00345786,New Filing,Permit Entire,06/03/2020
QN,119-45 UNION TURNPIKE,Elevator,Q00348911,New Filing,Permit Entire,06/03/2020
QN,119-45 UNION TURNPIKE,Elevator,Q00356381,New Filing,Permit Entire,06/12/2020
QN,119-45 UNION TURNPIKE,Elevator,Q00356381,New Filing,Permit Entire,06/12/2020
QN,119-45 UNION TURNPIKE,Elevator,Q00348911,New Filing,Permit Entire,06/03/2020
QN,53-68 254 STREET,Elevator,Q00355877,New Filing,Permit Entire,06/15/2020
QN,53-68 254 STREET,Elevator,Q00355877,New Filing,Permit Entire,06/15/2020
BK,199 LINDEN BOULEVARD,Elevator,B00355327,New Filing,Permit Entire,06/08/2020
QN,65-30 160 STREET,Elevator,Q00356388,New Filing,Objections,06/17/2020
QN,65-30 160 STREET,Elevator,Q00356486,New Filing,Objections,06/18/2020
QN,65-30 160 STREET,Elevator,Q00356373,New Filing,Objections,06/17/2020
QN,65-30 160 STREET,Elevator,Q00356561,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00356506,New Filing,Objections,06/18/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00356515,New Filing,Permit Entire,06/18/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00353041,New Filing,Permit Entire,06/11/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00353039,New Filing,Permit Entire,06/11/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00356301,New Filing,Permit Entire,06/16/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00356285,New Filing,Permit Entire,06/16/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00353044,New Filing,Permit Entire,06/11/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00353041,New Filing,Permit Entire,06/11/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00353039,New Filing,Permit Entire,06/11/2020
QN,161-25 JEWEL AVENUE,Elevator,Q00353044,New Filing,Permit Entire,06/11/2020
QN,57-41 GRANGER STREET,Elevator,Q00360184,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,76-26 113 STREET,Elevator,Q00358201,New Filing,Permit Entire,06/15/2020
BK,2515 GLENWOOD ROAD,Elevator,B00356348,New Filing,Objections,06/17/2020
SI,1232 HYLAN BOULEVARD,Elevator,S00311756,New Filing,Permit Entire,06/02/2020
QN,54-40 LITTLE NECK PARKWAY,Elevator,Q00358503,New Filing,Permit Entire,06/16/2020
SI,475 SEAVIEW AVENUE,Elevator,S00344495,New Filing,Objections,06/11/2020
QN,102-05 ROCKAWAY BOULEVARD,Elevator,Q00356269,New Filing,Permit Entire,06/10/2020
BK,1259 42 STREET,Elevator,B00351116,New Filing,Permit Entire,06/18/2020
QN,84-50 169 STREET,Elevator,Q00358014,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,148-10 ARCHER AVENUE,Elevator,Q00136368,PAA,Approved,06/16/2020
QN,148-10 ARCHER AVENUE,Elevator,Q00136368,PAA,Approved,06/10/2020
BK,101 MARINE AVENUE,Elevator,B00355224,New Filing,Permit Entire,06/08/2020
BK,9707 4 AVENUE,Elevator,B00356973,New Filing,Permit Entire,06/12/2020
BK,9707 4 AVENUE,Elevator,B00356973,New Filing,Permit Entire,06/12/2020
BK,2225 BENSON AVENUE,Elevator,B00356330,New Filing,Permit Entire,06/12/2020
QN,135-16 82 AVENUE,Elevator,Q00295144,PAA,Approved,06/09/2020
QN,85-15 139 STREET,Elevator,Q00355760,New Filing,Permit Entire,06/12/2020
QN,85-15 139 STREET,Elevator,Q00355760,New Filing,Permit Entire,06/12/2020
QN,109-15 MERRICK BOULEVARD,Elevator,Q00283755,PAA,Approved,06/18/2020
BK,1860 OCEAN PARKWAY,Elevator,B00353179,New Filing,Signed Off,06/11/2020
BK,1860 OCEAN PARKWAY,Elevator,B00353179,New Filing,Signed Off,06/11/2020
QN,198-15 HOR HARDING EP SR N,Elevator,Q00354527,New Filing,Objections,06/10/2020
QN,198-15 HOR HARDING EP SR N,Elevator,Q00354527,New Filing,Objections,06/10/2020
BK,1625 EAST 13 STREET,Elevator,B00287929,New Filing,Pending Plan Examiner Assignment,06/21/2020
BK,2205 NEPTUNE AVENUE,Personnel Hoist,B00328234,PAA,Approved,06/08/2020
BK,2631 86 STREET,Elevator,B00348243,New Filing,Permit Entire,06/10/2020
BK,2631 86 STREET,Elevator,B00348243,New Filing,Permit Entire,06/10/2020
QN,15-02 MOTT AVENUE,Elevator,Q00351322,New Filing,Permit Entire,06/04/2020
QN,43-60 DOUGLASTON PARKWAY,Elevator,Q00357069,New Filing,Pending Plan Examiner Assignment,06/19/2020
BK,2753 CONEY ISLAND AVENUE,Elevator,B00357305,New Filing,Permit Entire,06/16/2020
BK,2753 CONEY ISLAND AVENUE,Elevator,B00357305,New Filing,Permit Entire,06/16/2020
QN,89-11 153 STREET,Elevator,Q00346147,New Filing,Permit Entire,06/03/2020
QN,89-23 171 STREET,Elevator,Q00352713,New Filing,Permit Entire,06/01/2020
QN,89-23 171 STREET,Elevator,Q00352713,New Filing,Permit Entire,06/01/2020
SI,1500 VICTORY BOULEVARD,Elevator,S00354620,New Filing,Permit Entire,06/16/2020
SI,1000 RICHMOND TERRACE,Elevator,S00336018,New Filing,Permit Entire,06/16/2020
QN,91-50 195 STREET,Elevator,Q00346146,New Filing,Permit Entire,06/04/2020
SI,100 PARK AVENUE,Elevator,S00355199,New Filing,Permit Entire,06/17/2020
SI,747 FOREST AVENUE,Conveyor,S00309991,New Filing,Objections,06/16/2020
QN,12-13 NEILSON STREET,Elevator,Q00353689,New Filing,Permit Entire,06/04/2020
QN,27-20 SKILLMAN AVENUE,Elevator,Q00343293,New Filing,Permit Entire,06/02/2020
QN,27-20 SKILLMAN AVENUE,Elevator,Q00343293,New Filing,Permit Entire,06/02/2020
QN,37-45 24 STREET,Elevator,Q00352666,New Filing,Permit Entire,06/18/2020
QN,23-10 43 AVENUE,Elevator,Q00360513,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,23-35 NEWTOWN AVENUE,Elevator,Q00356308,New Filing,Permit Entire,06/11/2020
QN,23-35 NEWTOWN AVENUE,Elevator,Q00356308,New Filing,Permit Entire,06/11/2020
QN,74-02 43 AVENUE,Elevator,Q00229387,New Filing,Permit Entire,06/04/2020
QN,67-70 YELLOWSTONE BLVD,Elevator,Q00347491,New Filing,Permit Entire,06/10/2020
SI,1297 ARTHUR KILL ROAD,Elevator,S00348165,New Filing,Permit Entire,06/03/2020
SI,1297 ARTHUR KILL ROAD,Elevator,S00348165,New Filing,Permit Entire,06/03/2020
QN,60-69 WOODHAVEN BOULEVARD,Elevator,Q00295694,New Filing,Permit Entire,06/02/2020
QN,31-38 ULMER STREET,Elevator,Q00357577,New Filing,Permit Entire,06/15/2020
QN,31-38 ULMER STREET,Elevator,Q00357577,New Filing,Permit Entire,06/15/2020
QN,36-44 MAIN STREET,Elevator,Q00358488,New Filing,Permit Entire,06/17/2020
QN,133-24 41 ROAD,Elevator,Q00096409,PAA,Approved,06/18/2020
QN,141-29 84 DRIVE,Elevator,Q00358746,New Filing,Permit Entire,06/16/2020
QN,84-49 168 STREET,Elevator,Q00195163,New Filing,Pending Plan Examiner Assignment,06/19/2020
QN,94-06 225 STREET,Elevator,Q00355113,New Filing,Permit Entire,06/09/2020
QN,138-05 ROCKAWAY BEACH BLVD,Accessibility Lift,Q00338738,New Filing,Permit Entire,06/01/2020
QN,138-05 ROCKAWAY BEACH BLVD,Accessibility Lift,Q00338738,New Filing,Permit Entire,06/01/2020
SI,700 BAY STREET,Elevator,S00353239,New Filing,Permit Entire,06/11/2020
SI,453 ALBOURNE AVENUE,Elevator,S00359335,New Filing,Permit Entire,06/18/2020
